"Ticks","placeholder","Changers","Stayers"
837,,966858.0471747685,961338.9129579383
838,,964133.0626725269,965118.4192479003
839,,940000,963050.7418847242
840,,940000,955088.0645721949
841,,951342.6666666666,956376.4270953626
842,,954725.0373333335,958969.0711518048
843,,949794.5564355556,964720.6546652816
844,,940000,966218.6813796521
845,,945452,966729.6758977423
846,,952016.7093333335,969502.9391592318
847,,958582.721047111,965835.5279181531
848,,940000,959530.1494518544
849,,940000,960836.2343635121
850,,952324.4444444445,964885.2209220422
851,,940000,960729.9557288551
852,,940000,967998.6912983007
853,,946433.7777777778,961127.8171495496
854,,945297.6102222223,967142.812314283
855,,940000,966622.8999780841
856,,940000,962891.2623091487
857,,940000,960171.4291318991
858,,940000,952219.2668645324
859,,950360.8888888889,954621.6292598618
860,,940000,961841.7366452331
861,,946433.7777777778,969159.4580839573
862,,940000,969849.9483515904
863,,945452,967953.4672097292
864,,940000,971465.2352116633
865,,950360.8888888889,963306.5230633251
866,,953234.3017777777,956619.9113375478
867,,961753.7800897774,945111.300278912
868,,940000,946888.4862723467
869,,949379.1111111111,956962.2469120995
870,,940000,955274.9417713779
871,,949379.1111111111,950164.2031995149
872,,940000,954499.9734411697
873,,949379.1111111111,946634.4960372724
874,,960904.5555555557,950046.9354823028
875,,940000,951646.3654395948
876,,947415.5555555555,940044.8478017845
877,,955473.757777778,952842.8523469376
878,,940000,956838.0726034477
879,,940000,951129.9063323495
880,,940000,951929.2967482976
881,,940000,958368.186105707
882,,951342.6666666666,955888.512918306
883,,959058.8133333334,955486.9317781831
884,,940000,961853.4166536285
885,,951342.6666666666,961837.7441019336
886,,955218.4746666667,963458.020874187
887,,940000,959778.2664119623
888,,940000,961538.8228191391
889,,940000,960451.6669573318
890,,940000,956193.39881138
891,,948397.3333333334,953958.6778823707
892,,940000,944862.8048116061
893,,952324.4444444445,940313.6205260765
894,,940000,949273.4907679056
895,,949379.1111111111,953472.9251905706
896,,940000,956940.5461789735
897,,949379.1111111111,956118.8792336631
898,,955108.327555556,955041.0561595175
899,,953760.938177333,955221.1311780408
900,,963712.7207628348,956671.7492659637
901,,940000,951150.3715786319
902,,940000,951304.5932458086
903,,947415.5555555555,954077.9513297618
904,,940000,957240.2451309296
905,,940000,951432.7090154381
906,,941524.8888888889,952356.4894087499
907,,950809.5404444446,951362.9246406433
908,,940000,949416.9072222693
909,,940000,946998.9150319085
910,,951342.6666666666,951784.3365443002
911,,940000,944216.0313334868
912,,949379.1111111111,944490.5326408496
913,,940000,942141.1212577053
914,,940000,953948.9839017903
915,,953306.2222222222,953454.5654933583
916,,940000,956685.359159491
917,,948397.3333333334,953253.3749320101
918,,940000,951502.5973044363
919,,940000,948575.2501197633
920,,953306.2222222222,953964.7112938293
921,,962551.5817777781,948945.3977514644
922,,940000,955327.2945872095
923,,940000,957122.3049130499
924,,952324.4444444445,961965.2070306509
925,,940000,961565.9898104906
926,,940000,953946.2099648145
927,,940000,944643.6985617859
928,,951342.6666666666,949776.8664974129
929,,960521.2653333334,956635.9747916872
930,,940000,955238.8156788142
931,,940000,963320.4244643494
932,,954288,965324.0093445953
933,,940000,952049.3828621564
934,,940000,954703.6057911227
935,,940000,957737.5472026526
936,,940000,963325.1738320115
937,,951342.6666666666,954016.6912902148
938,,940000,948188.8547431006
939,,940000,949933.7092318457
940,,953306.2222222222,951095.7945902317
941,,956773.2137777779,953001.4561433287
942,,940000,962164.8351455181
943,,944470.2222222222,964760.1831967772
944,,940000,962445.736749389
945,,940000,958248.3678570252
946,,940000,957436.9113910471
947,,945452,955138.9531393979
948,,940000,954274.4819447084
949,,950360.8888888889,957170.4247657286
950,,957110.3604444446,954818.7664780664
951,,940000,948613.4628470497
952,,948397.3333333334,948466.3948094418
953,,940000,963186.7326554962
954,,948397.3333333334,959366.239151438
955,,951661.7026666669,961042.3761993955
956,,940000,951110.9023250773
957,,943488.4444444445,952715.664678748
958,,940000,952109.3529482506
959,,953306.2222222222,943166.2059311124
960,,963045.0191111111,950775.3071447387
961,,955885.2166248888,947338.9517931058
962,,940000,948812.4500331528
963,,940000,953687.3726903305
964,,948397.3333333334,953320.0534873939
965,,940000,951318.6315687153
966,,949379.1111111111,944767.642062487
967,,956059.4822222225,954702.0527242171
968,,940000,959440.3540067974
969,,948397.3333333334,963143.7401933114
970,,940000,958289.8011191995
971,,940000,951413.5575503359
972,,940000,957974.5365090481
973,,953306.2222222222,961332.6594550229
974,,956755.3537777779,951374.544824679
975,,967049.8327946663,952607.070588892
976,,968997.7437799267,955358.6079760059
977,,940000,952393.4562092258
978,,940000,953695.3284866428
979,,940000,956921.1991971704
980,,940000,956639.2173984377
981,,940000,954591.6515069058
982,,952324.4444444445,964517.1804856765
983,,940000,971288.827767071
984,,940000,969430.2656852353
985,,940000,973160.2254035175
986,,952324.4444444445,975514.6928277016
987,,940000,968063.5551763844
988,,946433.7777777778,960526.9835937925
989,,952044.9928888889,962513.738024627
990,,959298.7401866665,964955.3183159728
991,,940000,963625.487460751
992,,951342.6666666666,968736.2845464696
993,,958601.0960000001,958562.9031867661
994,,965693.3992795553,959233.3793193289
995,,961983.9226293124,961640.1293362263
996,,962284.5469838362,960144.8441417703
997,,940000,953299.0205087636
998,,940000,963384.8151850785
999,,951342.6666666666,957608.9106574343
1000,,940000,956696.5820915633
