"Ticks","placeholder","Changers","Stayers"
241,,41288.06473869645,658979.4779604395
242,,40751.31989709338,662173.3106978019
243,,41091.001212676514,662936.798983859
244,,40556.818196911714,672900.3897745697
245,,41040.48680008769,679508.2637919022
246,,41307.50909743408,685637.2350602727
247,,40770.51147916743,693125.2865848327
248,,40240.49482993826,694452.4109496016
249,,40765.2112836731,700571.1326105057
250,,40235.26353698534,705270.0787767414
251,,40729.93889001306,711038.3546773166
252,,40200.44968444289,721279.4867441254
253,,39677.84383854512,722684.0009435834
254,,39162.031868644044,730687.3185493606
255,,39523.869122932956,733448.5259423812
256,,39010.05882433482,743586.8919360182
257,,38502.92805961846,749508.9983264307
258,,38916.57784839924,740669.6691111684
259,,39438.210120527176,740266.9044783338
260,,40085.38012299722,747776.3228316071
261,,40614.99665175778,750521.5841516027
262,,40087.001695284926,755214.0897076325
263,,39565.87067324622,763292.0859327384
264,,39051.514354494015,766776.0960278957
265,,39316.27818983853,772536.8000560924
266,,38805.166573370625,779005.4768660346
267,,38300.6994079168,783298.2260244981
268,,38560.66632835702,789813.2691244286
269,,38059.37766608839,792112.877558508
270,,38651.04006120465,796279.1439902296
271,,38148.576540409,803599.9735709786
272,,38456.09084832725,803246.1172898061
273,,38807.90343749022,805094.145554894
274,,38303.40069280284,809506.7745600641
275,,38787.70633873304,812592.9153484185
276,,38283.46615632949,819317.7009399406
277,,37785.781096297214,821956.0436541139
278,,37294.565942045345,834161.8493369722
279,,36809.73658479876,831372.6296839969
280,,36331.210009196366,833781.411324575
281,,35858.904279076814,840923.3548283575
282,,36350.546057986314,842967.2004963259
283,,35877.988959232476,845089.4376614157
284,,36569.77443830875,849391.8602019448
285,,36818.29699318747,857840.7714748917
286,,37189.021963624145,859604.3090593287
287,,36705.564678097035,860308.2336027576
288,,36228.39233728176,866599.905953654
289,,35757.42323689709,869574.9064921491
290,,35985.0452591462,871660.3190374754
291,,35517.2396707773,871840.9690408276
292,,35861.58224306588,881420.9469364003
293,,35395.38167390602,893786.0618924217
294,,35876.24664649289,890564.5677763867
295,,35409.8554400885,893706.6717302174
296,,34949.52731936733,894809.9809063126
297,,35321.367445294214,889125.6860897428
298,,35704.26571238316,895827.0369769227
299,,35999.757935282396,895385.6240578014
300,,36452.24273125834,895439.4107497738
301,,35978.36357575197,902860.4544849563
302,,36384.001690191784,896919.7047264486
303,,35911.009668219296,904525.6128910416
304,,36305.95679617788,909947.1754720935
305,,36658.84340349947,901571.3396696625
306,,36182.27843925398,900047.0126910151
307,,35711.90881954366,905617.7847361641
308,,36125.29082417797,911640.321855397
309,,35655.66204346367,911565.2239607706
310,,36258.76555971569,919337.8914377011
311,,36856.1624053621,918847.4915263684
312,,36377.03229409238,922547.4801508014
313,,35904.13087426918,921490.0703536622
314,,35437.37717290368,922977.3959752574
315,,35854.7752435475,927284.3315621298
316,,35388.66316538139,940889.4441533596
317,,34928.61054423144,937728.9684943774
318,,34474.5386071564,936857.3644333035
319,,34026.36960526338,934149.9382549316
320,,34312.302637444074,937216.3634454204
321,,33866.2427031573,938075.8658868175
322,,33425.98154801627,940176.8735808813
323,,32991.44378789206,938001.1121294801
324,,32562.555018649462,947923.142559767
325,,32139.24180340702,944171.7441250817
326,,32383.83658857256,937739.0578202115
327,,33004.753118301116,943348.6220031657
328,,32575.6913277632,939038.3346372858
329,,32152.207340502275,947455.9284730962
330,,32362.946735791742,948094.7656455283
331,,31942.228428226466,944529.5742053103
332,,32352.737381073315,941756.7978248501
333,,31932.15179511935,942681.0376944232
334,,31517.033821782807,946632.3379288682
335,,31107.312382099626,944177.5767142725
336,,31413.396841660302,944971.2991559744
337,,31802.064625361374,937802.9726084039
338,,32149.28031559555,944546.2229037131
339,,31731.339671492824,943234.7669630755
340,,31318.83225576341,949079.6828789571
341,,30911.68743643847,949783.6328593151
342,,31101.78926962424,953396.8515306627
343,,30697.466009119125,952716.8236420032
344,,30298.398951000585,964528.1206420561
345,,30613.917347620456,947349.8723542275
346,,30215.93642210139,952270.5505609779
347,,29823.129248614077,947448.3023645381
348,,29982.814127312,949913.1120947313
349,,29593.03754365695,959312.6066136139
350,,29208.328055589405,958064.7631191284
351,,28828.619790866753,959577.3026287556
352,,28453.847733585466,963714.271159118
353,,28623.24791082706,962829.7189695553
354,,28251.145687986307,966337.4282431988
355,,28403.890582031312,945839.7222583506
356,,28034.64000446491,955000.9651861762
357,,28542.075401012527,952374.7895204944
358,,28171.028420799354,960250.7121486367
359,,27804.80505132897,968679.733754096
360,,28033.83609924074,969130.3338895844
361,,28431.1395698974,966861.1382687066
362,,28768.672233658268,961794.2107431112
363,,29092.573929505015,957375.335506435
364,,29396.25535924525,965384.3532639188
365,,29014.104039575053,963587.6402373739
366,,28636.920687060585,960787.9409743563
367,,28264.640718128794,963925.2707315726
368,,28481.8678317934,958638.7467099354
369,,28697.59971397584,960161.3188860796
370,,29038.018841123234,952415.347136871
371,,29274.338810058955,957670.3165989327
372,,29637.17877708388,957600.7227473968
373,,29251.895452981797,949423.2665441956
374,,29739.404099648782,952326.1472015546
375,,29920.66892546836,952356.1817884782
376,,30171.871108158586,942705.8795668681
377,,29779.63678375252,942874.3033786931
378,,30097.204310779227,943624.6702511351
379,,29705.94065473911,951555.1208031003
380,,29987.726716900575,939352.1606927251
381,,29597.886269580875,950026.0597043496
382,,29894.681235928623,957179.9513873828
383,,30341.51499105083,958245.7719928522
384,,30769.996829107895,955526.3424390868
385,,30997.215985741153,953753.812824141
386,,30594.252177926515,964577.1979303384
387,,30849.912514463573,962497.6168030662
388,,30448.863651775548,947444.817613379
389,,30808.474649588614,942037.1570490127
390,,31102.07425963383,940046.1102609361
391,,30697.747294258596,949014.1554520623
392,,30298.67657943323,941320.8516710924
393,,29904.793783900604,940990.6881129164
394,,29516.031464709886,948359.9532311349
395,,29960.057808775113,958379.373721771
396,,30295.02016129764,966014.1148683492
397,,30687.321049832124,981826.3330071593
398,,31082.673426268335,969589.4849634524
399,,31367.81725423445,959066.7356851181
400,,31804.98280182663,966987.6085377146
401,,31391.518025402893,970946.8262244369
402,,30983.428291072647,969860.8015567032
403,,30580.6437232887,947157.0845663426
404,,30183.095354885943,953649.106710197
405,,30401.731697397016,963161.7864715786
406,,30747.502906343307,960144.7209070512
407,,30347.785368560842,955310.5019572673
408,,30615.61891389274,960679.6740666928
409,,30217.615868012137,947681.9019765175
410,,30476.984871044915,955259.5941960188
411,,30080.784067721313,962290.2876600014
412,,29689.73387484095,970298.5257831045
413,,29972.686796126174,968064.3225096876
414,,30408.683687503515,971554.8664989534
415,,30690.412411822388,967216.8930643672
416,,31001.901968978385,957590.375946128
417,,31368.950208204125,949362.2022317727
418,,31587.02474512515,952393.8701061272
419,,31892.576012476755,958670.2047828241
420,,31477.97252431456,957218.8671403647
421,,31736.586838579093,955352.4052616222
422,,32039.93023818959,959723.153322772
423,,32153.14227972922,957333.40063798
424,,32425.61902164057,960431.9685683912
425,,32877.55816263538,956288.1868821131
426,,33288.023777310955,959485.7016772025
427,,33687.755723744296,958116.580309804
428,,33936.482672167454,967383.7603683673
429,,33495.308397429275,970132.5753508168
430,,33059.86938826267,960512.9707310416
431,,33364.770846190455,963667.5698468632
432,,33609.02107629134,946518.423803252
433,,33172.10380229954,954030.8970967252
434,,33534.52766680515,948451.6227657301
435,,33902.36399947581,951334.6329763022
436,,33461.633267482626,943264.5597731769
437,,33706.824604149435,937732.0368005958
438,,34147.67292526121,942969.3024919262
439,,34470.35334892822,947098.8208673147
440,,34932.39054795743,941662.8018157633
441,,35567.5945370481,947090.1348723444
442,,35105.21580806646,943940.1976501966
443,,34648.84800256161,948308.682133391
444,,34198.41297852829,953421.9684839443
445,,33753.83360980743,956408.4553378393
446,,33315.03377287994,964237.3984189223
447,,33605.12750337617,965409.5618679721
448,,34102.28276935397,959160.3976834913
449,,33658.95309335237,965266.6718765361
450,,34041.816554583966,968709.1361441269
451,,34624.112547063756,966973.8736757371
452,,34173.99908395192,947859.9903316423
453,,33729.737095860546,953082.7313751881
454,,33946.328333096324,957789.8636266897
455,,34272.40786084848,959823.5545180982
456,,33826.86655865744,957679.462540158
457,,33387.11729339489,960307.131819565
458,,32953.08476858076,962569.7840283188
459,,32524.694666589214,961744.538219586
460,,32857.07525891194,960690.9305072122
461,,32429.933280546084,957008.4834824064
462,,32008.34414789899,950811.7778512307
463,,31592.23567397629,959012.4086617582
464,,31181.536610214604,960939.2392526764
465,,30776.176634281815,959409.4327114793
466,,30376.086338036144,945378.9387292437
467,,29981.19721564167,949316.6254137834
468,,30223.300228841726,950376.821545034
469,,29830.397325866776,948368.4358645272
470,,29442.60216063051,952850.8083509083
471,,29059.848332542322,945569.8691641784
472,,29404.900788121035,953234.9094823138
473,,29741.796657963096,955166.5307929821
474,,29355.15330140958,955114.5952052962
475,,29633.58878594538,955429.1395425337
476,,29984.613173939193,955875.1929868037
477,,29594.81320267799,965760.7835814507
478,,29737.541211819866,963639.5326149564
479,,29350.953176066207,956300.8855551727
480,,28969.39078477734,959841.3478086335
481,,28592.788704575243,963257.3391586968
482,,28221.08245141577,964696.1376881652
483,,28388.47346776669,951795.3397775636
484,,28602.29047411426,964157.2496501819
485,,29041.91850312187,960940.2706501116
486,,29362.234567808628,960188.2755851219
487,,29341.64385650708,950322.7884695621
488,,29593.536309023173,958589.1222897929
489,,29208.820337005873,948691.9282477587
490,,28829.105672624795,951713.5036705825
491,,28454.327298880668,958738.5148658796
492,,28757.789602614725,961917.3871590741
493,,29132.15730334807,958906.1941858308
494,,29429.384797426665,943633.6205416049
495,,29046.80279506012,952842.297917421
496,,29229.45833057992,963411.2292516949
497,,28849.475372282388,951232.2158465987
498,,29106.721909828837,950235.0411541186
499,,29516.19380629967,953521.4661639655
500,,29132.483286817773,947710.4467775876
501,,28753.76100408914,955816.8259425738
502,,29312.260702908945,946403.111716791
503,,28931.20131377113,949770.0829075832
504,,28555.095696692097,948595.3812770857
505,,29036.469401212373,948643.2906215751
506,,28658.99529899661,945451.7911636733
507,,28286.428360109658,948897.7700010154
508,,28583.427965935072,948889.8600177453
509,,28211.843402377905,949066.1398088512
510,,28748.455002522292,951130.421546962
511,,29260.33531994112,961783.179699418
512,,29587.432539648307,963398.7379724013
513,,29768.943047626162,971216.2605165332
514,,30183.82876733907,969867.973546675
515,,29791.438993363652,957524.5081926198
516,,29404.15028644994,956446.3900921124
517,,29021.896332726086,959505.017259517
518,,29482.750424892933,961118.5385321993
519,,29099.47466936933,962050.539349126
520,,28721.181498667538,968884.7748843046
521,,28347.806139184846,974139.8327148396
522,,27979.284659375437,965843.5476765614
523,,27615.553958803564,956040.3443327242
524,,27959.96782436674,960480.7681828324
525,,28277.262601476104,960252.3211699065
526,,27909.65818765692,957557.4715153954
527,,27546.83263121737,959913.7798478308
528,,27188.723807011564,955242.7725015031
529,,27470.361570102523,955224.5312955811
530,,27690.835251097797,962008.2567252136
531,,27905.14461431519,962491.1546030757
532,,28130.862795555597,961527.5032062179
533,,28421.15536330297,948525.1225943024
534,,28051.680343580018,947942.8738645202
535,,28297.300748568086,949915.0797255911
536,,27929.43583883671,957695.3675059492
537,,28213.26401583293,953197.158427774
538,,28581.692075106996,954337.658641052
539,,28210.130078130598,955440.7747720279
540,,27843.398387114903,953553.245323179
541,,27481.434208082406,958514.4960867369
542,,27124.175563377332,960148.6031753814
543,,26771.561281053433,954060.1393913834
544,,26423.53098439972,958371.5538485512
545,,26080.02508160254,951858.3962311781
546,,25740.984755541707,959629.9477042782
547,,25775.138673840185,954202.7327163989
548,,25440.06187108026,947682.7848281165
549,,25740.502429823828,951194.7690521708
550,,25857.002660147533,959306.4115111412
551,,26123.551989302727,954084.4355449544
552,,26389.503243804695,953864.0146259209
553,,26579.62982918414,948214.6277259105
554,,26633.41776067694,961399.1554480556
555,,26838.374558656025,967989.3780051194
556,,26489.475689393505,969642.1348454743
557,,26802.612650939096,970195.072947247
558,,26454.178686476887,957915.7041413193
559,,26110.274363552686,964059.7602656808
560,,25770.840796826506,964497.2038976678
561,,26052.925260846434,964938.2930529824
562,,26263.744241567438,965480.3186057683
563,,26598.768660405432,966404.4428205962
564,,26926.58659066579,966756.697402451
565,,26576.54096498714,970082.8621652145
566,,26764.407449239563,955085.9550874977
567,,26902.88487206597,949713.5177367158
568,,26553.14736872911,951562.6899452189
569,,26207.95645293562,954777.3942949744
570,,26425.495188930225,956345.510025406
571,,26081.96375147412,959988.3998435716
572,,26620.773290273,953660.3208813452
573,,26804.055767633065,959984.7589826199
574,,26455.603042653827,968224.3388104627
575,,26635.68998064934,958923.618060104
576,,26895.98532004626,964137.1338004868
577,,27235.94825995231,967467.7917216324
578,,27601.868390241474,970240.072335078
579,,27787.3197787028,975650.3686725486
580,,27929.897160606553,965963.297620917
581,,28293.69705372304,946049.9510253681
582,,28591.616254526318,945305.6520407214
583,,28219.925243217473,950372.5443311101
584,,27853.066215055653,948503.667763366
585,,28338.988661459567,945003.0930962063
586,,28385.133103464097,949241.5714277948
587,,28016.126373119052,961641.0676704412
588,,27651.916730268502,954644.8670693827
589,,27292.441812775014,959050.1780760181
590,,27367.71233385988,958310.6676597629
591,,27011.932073519692,964820.4722141664
592,,27135.906927179327,969966.3863098528
593,,27440.529460018442,971976.6353912699
594,,27083.8025770382,975336.2771651482
595,,27221.530853653523,964774.565592472
596,,27402.87870732974,965717.7272576048
597,,27046.641284134443,967629.7150856898
598,,27399.831967284463,962858.2893830093
599,,27043.634151709768,967937.9832941748
600,,27235.70105651307,975127.6754347765
601,,27396.37684957824,979366.816259027
602,,27040.223950533727,959768.7276243228
603,,27304.511038526176,961122.5013370627
604,,27560.816332773447,953783.531699035
605,,27816.502366684574,951225.2824327545
606,,27454.887835917663,955356.0774175655
607,,27097.97429405074,961732.4824588002
608,,26745.700628228078,959130.5529938991
609,,26941.094578651002,954192.0990666781
610,,27157.29883689524,965971.0450107545
611,,27404.01780549464,967351.8804584618
612,,27047.765574023208,972549.8668553099
613,,26696.1446215609,970751.6728899499
614,,26349.09474148062,975588.2615546288
615,,26575.732153200614,974859.1811193422
616,,26230.247635208998,959851.5891050062
617,,25889.254415951284,962665.9046884796
618,,26288.069771755017,963100.5664200269
619,,26630.57220050295,954094.4892431388
620,,26284.37476189641,963989.6459106992
621,,26474.62664354895,968618.8435248908
622,,26610.644594673366,961614.0991326361
623,,26870.53376700153,958946.9250584352
624,,26955.366866887398,955968.2521655846
625,,26604.94709761787,969639.7789221422
626,,26994.499849479605,967989.0683736266
627,,27180.745272193642,968551.7742378108
628,,26827.39558365513,974202.0424084236
629,,26478.639441067615,972680.6896180362
630,,26134.41712833373,972285.2196774895
631,,25794.6697056654,956205.8864313803
632,,26058.924406871858,955770.4289416379
633,,26316.120635782645,954376.0281523546
634,,25974.011067517487,961111.6238421643
635,,25636.34892363975,958834.1060901803
636,,25303.076387632434,949628.6997114976
637,,24974.136394593203,949445.6040225715
638,,24649.4726214635,951142.2439887888
639,,24329.029477384476,957842.9112085191
640,,24592.2892189209,965994.9631399735
641,,24272.58945907493,958251.9068142445
642,,23957.045796106962,951925.7675505235
643,,24036.6018324748,953195.649854775
644,,24311.68230737917,949750.5999917383
645,,24629.81882221935,954416.0484003689
646,,24878.829961762185,960088.803226769
647,,24555.40517225927,959635.8601799483
648,,24236.184905019905,964876.4144765099
649,,23921.114501254644,959963.0019204484
650,,24281.77556913583,956614.4699395003
651,,23966.112486737056,954573.4998548506
652,,24182.04611062296,953165.9641405223
653,,23867.67951118486,948955.3074329959
654,,24158.744141275434,950767.8143509848
655,,23844.680467438848,953952.5277160087
656,,23971.033191621034,957799.7016490642
657,,24264.144081896196,948206.2823008341
658,,23948.710208831548,945974.9651629502
659,,23637.376976116735,945325.9295208292
660,,24117.87845286239,949802.3881956214
661,,23804.346032975183,958048.0138200481
662,,24034.803277704083,960030.6158891285
663,,24236.9520737635,958700.6176864731
664,,24487.30705494853,949636.2599453552
665,,24168.972063234203,956940.5888155545
666,,23854.775426412154,952873.234786893
667,,24037.123274479076,953473.5740243536
668,,23724.640671910856,957919.1086690205
669,,23416.220343176014,960346.6638205381
670,,23111.809478714724,970650.8837749396
671,,22811.35595549143,971488.9269097287
672,,22914.29720803346,965898.3357745184
673,,22616.411344329023,976043.937944408
674,,22322.39799685275,969941.1319123092
675,,22032.206822893662,966257.2457863893
676,,22214.291394573618,950566.6281397572
677,,22557.0909198127,950515.6544028518
678,,22613.044648203246,955970.9447478907
679,,22319.075067776597,965436.3946024033
680,,22028.9270918955,960538.2037032457
681,,22282.555943563184,961271.9153291482
682,,21992.882716296863,957481.9292954728
683,,21706.97524098501,954858.400591243
684,,21424.784562852197,958404.133766277
685,,21681.999758344944,960728.3636230127
686,,21879.444944377963,970207.2635398789
687,,21595.012160101058,958300.0903760884
688,,21314.277002019735,961704.6274876231
689,,21517.426588884784,954890.7927304329
690,,21821.995539524665,947971.1401434189
691,,22082.979378388973,948396.8566254703
692,,22212.173649876833,950332.7021784952
693,,21923.415392428436,951739.1090689354
694,,22166.192771942147,946725.1644016239
695,,21878.03226590691,950108.3377697928
696,,21593.617846450106,962213.6927618019
697,,21834.72630266864,958569.1872665475
698,,22045.762862696727,954110.4688861758
699,,22489.73306252962,955266.8767040608
700,,22654.129053194392,961731.5524449094
701,,22913.82765261325,947217.8093647121
702,,23056.625409992426,947256.3513825978
703,,22756.88927966252,946586.883862201
704,,22829.600401262585,950898.6858339459
705,,23173.39202819318,956203.7804365845
706,,23219.355092856335,953266.1195938704
707,,23475.439476639112,962135.1631427662
708,,23170.2587634428,955560.2167616392
709,,22869.045399518043,966640.3712811549
710,,22571.747809324304,974250.1237314413
711,,22843.13146232887,978977.199725326
